Number of Blocks, Time, Plan Length
13, 0.012204943000028834, 30
13, 0.006078799999954754, 34
13, 0.004408682000075714, 38
13, 0.00313107800002399, 26
13, 0.004610091000017746, 30
13, 0.0073316479999903095, 40
13, 0.0042710379999562065, 34
13, 0.005161246000056963, 40
13, 0.003914564999945469, 32
13, 0.007220357000051081, 30
13, 0.006149930999981734, 36
13, 0.007709265000016785, 34
13, 0.010085488999948211, 32
13, 0.005335775999924408, 30
13, 0.008917986000028577, 24
13, 0.004345714000010048, 36
13, 0.01237361999994846, 32
13, 0.05476483300003565, 30
13, 0.0043438200000309735, 36
13, 0.004251898999996229, 36
13, 0.004095511999935297, 36
13, 0.010582813999917562, 38
13, 0.009547189000045364, 26
13, 0.005566026999986207, 38
13, 0.0041026439999996, 28
14, 0.00485972599994966, 36
14, 0.005181376999985332, 44
14, 0.004958256000008987, 30
14, 0.0057405530000096405, 36
14, 0.004737666999972134, 38
14, 0.00378657999999632, 30
14, 0.004760173000022405, 42
14, 0.005357025999956022, 32
14, 0.006510035000019343, 32
14, 0.011722228000053292, 30
14, 0.006791853999970954, 32
14, 0.006294455999977799, 32
14, 0.006363318000012441, 44
14, 0.009997338000061973, 38
14, 0.008879223999997521, 38
14, 0.0036767560000043886, 30
14, 0.008587808000015684, 34
14, 0.0049716940000053, 36
14, 0.00583830499999749, 40
14, 0.004679850999991686, 32
14, 0.010658159000058731, 40
14, 0.00579201200002899, 40
14, 0.004646645999969223, 40
14, 0.014236129000096298, 38
14, 0.007132242000011502, 36
14, 0.004150236999976187, 36
14, 0.0052071720000412824, 44
14, 0.004376091000040105, 36
14, 0.004767457000070863, 32
14, 0.00586781799995606, 40
14, 0.00436174099991149, 36
14, 0.0068317139999862775, 38
14, 0.004036948000020857, 34
14, 0.00389610900003845, 32
14, 0.009914271999946322, 30
14, 0.005060771999978897, 40
14, 0.004822412999942571, 42
14, 0.0042005909999716096, 36
14, 0.005517396999948687, 38
14, 0.011473159999923155, 44
14, 0.005662393000079646, 32
14, 0.0036767130000043835, 30
14, 0.004599685999892245, 40
14, 0.0034215040000162844, 28
14, 0.004162285999996129, 34
14, 0.005382222000093861, 46
14, 0.012121997000008378, 36
14, 0.003920513000025494, 32
14, 0.004368810999949346, 36
14, 0.004746482999962609, 36
15, 0.004920277999985956, 38
15, 0.005505588000005446, 42
15, 0.008837230000040108, 46
15, 0.004653407999967385, 36
15, 0.00608419800005322, 48
15, 0.005647323000061988, 46
15, 0.004683605999957763, 38
15, 0.005910707999987608, 38
15, 0.006272698000088894, 38
15, 0.005955794999977115, 42
15, 0.0035221269999965443, 28
15, 0.004710402000000613, 38
15, 0.009270140000012361, 54
15, 0.011857728999984829, 44
15, 0.004897942999946281, 34
15, 0.006128042000000278, 44
15, 0.004966453000065485, 40
15, 0.00585064099993815, 44
15, 0.009991382999942289, 38
15, 0.005006036999930075, 40
15, 0.0052196380000850695, 40
15, 0.006422346000022117, 48
15, 0.004362958999990951, 36
15, 0.007875302000002193, 40
15, 0.0048152950000712735, 40
15, 0.003756769999995413, 32
15, 0.004915355999969506, 42
15, 0.007466486999987865, 46
15, 0.010876758999984304, 40
15, 0.004095526000014615, 34
15, 0.004727703999947153, 40
15, 0.0057017060000816855, 38
15, 0.006180556999993314, 40
15, 0.00997572299991134, 42
15, 0.005624986000043464, 42
15, 0.005086966000021675, 42
15, 0.00420039599998745, 34
15, 0.014906816000006984, 40
15, 0.011286122000001342, 36
15, 0.00409785399995144, 30
15, 0.004435833999991701, 38
15, 0.005719134999935704, 42
15, 0.012057948000006036, 42
15, 0.006115971999975045, 42
15, 0.006328098000039972, 50
15, 0.006700894000005064, 46
15, 0.004564881000078458, 36
15, 0.007503455000005488, 44
15, 0.004125429000055192, 34
15, 0.003378697000016473, 24
16, 0.005440208999971219, 46
16, 0.0039687400000048, 32
16, 0.004528884000023936, 38
16, 0.013858262999974613, 42
16, 0.005430556000078468, 44
16, 0.005937507999988156, 38
16, 0.005089719000011428, 42
16, 0.005432490000089274, 46
16, 0.008017885999947794, 48
16, 0.007954096000048594, 52
16, 0.00945600199997898, 38
16, 0.004926862999923287, 38
16, 0.005620239999984733, 44
16, 0.009979693000104817, 44
16, 0.004534301999910895, 36
16, 0.007790653000029124, 46
16, 0.005431284999986019, 44
16, 0.01261993100001746, 44
16, 0.004301873999907002, 34
16, 0.0048621250000451255, 40
16, 0.005083921999926133, 40
16, 0.005072795999922164, 42
16, 0.006736127000067427, 36
16, 0.009185545000036655, 38
16, 0.0070297339999569886, 44
16, 0.005488313999990169, 42
16, 0.005637609000018529, 42
16, 0.004608809000046676, 38
16, 0.008768169000063608, 44
16, 0.0052759349999860206, 42
16, 0.004699856999991425, 38
16, 0.005175039000050674, 42
16, 0.005704723000008016, 46
16, 0.0052370789999258704, 42
16, 0.006565160000036485, 50
16, 0.006547296999997343, 52
16, 0.005175155000074483, 42
16, 0.005636724999931175, 46
16, 0.005117143999996188, 42
16, 0.00652391800008445, 38
16, 0.005206608999969831, 38
16, 0.005463803999987249, 42
16, 0.00663605500005815, 52
16, 0.005519449000075838, 44
16, 0.014674813999931757, 46
16, 0.005743542999994133, 46
16, 0.0045723550000502655, 36
16, 0.008226576999959434, 46
16, 0.005601919000014277, 46
16, 0.01185918600003788, 38
17, 0.00635009200004788, 52
17, 0.006456257000081678, 52
17, 0.004812174999983654, 40
17, 0.010677429999986998, 36
17, 0.013719726999966042, 46
17, 0.009489364000046407, 54
17, 0.0062511590000440265, 48
17, 0.00578434900000957, 44
17, 0.008985499000004893, 44
17, 0.00642999100000452, 44
17, 0.00836233200004699, 44
17, 0.006218435999926442, 44
17, 0.004214448999960041, 34
17, 0.014082207999990715, 50
17, 0.009977361999972345, 48
17, 0.0068219249999401654, 48
17, 0.00724323600002208, 46
17, 0.007913801000086096, 44
17, 0.009728276000032565, 42
17, 0.004992441000013059, 42
17, 0.006581946999972388, 52
17, 0.006728984000005767, 48
17, 0.007169288999989476, 58
17, 0.006320556000105171, 50
17, 0.007584841999914715, 42
17, 0.005775154000048133, 46
17, 0.014208983999992597, 44
17, 0.0072481189999962226, 40
17, 0.005358559000001151, 32
17, 0.005140304999940781, 42
17, 0.005147680000050059, 42
17, 0.009028506000049674, 34
17, 0.006960267999943426, 50
17, 0.005278262999922845, 42
17, 0.005425976999958948, 40
17, 0.006760505999977795, 54
17, 0.014420732999951724, 42
17, 0.008021437000024889, 48
17, 0.005700816999933522, 44
17, 0.008309098999916387, 52
17, 0.014679567000030147, 46
17, 0.007808560000057696, 52
17, 0.006610355000020718, 52
17, 0.007104995000076997, 56
17, 0.006417965999958142, 50
17, 0.011448479000023326, 44
17, 0.005267842999955974, 42
17, 0.0051988980000032825, 42
17, 0.004707133000010799, 32
17, 0.0172419020000234, 48
18, 0.005690308999987792, 40
18, 0.007453708999946684, 50
18, 0.006785414999967543, 54
18, 0.01605459300003531, 52
18, 0.007934764999959043, 44
18, 0.007674689000054968, 52
18, 0.006565141999999469, 46
18, 0.012359392000007574, 52
18, 0.006118766999975378, 46
18, 0.006137462999959098, 50
18, 0.004863648999958059, 38
18, 0.008267374999945787, 52
18, 0.00849582000000737, 48
18, 0.006269658999940475, 42
18, 0.007497080000007372, 52
18, 0.012402004000023226, 44
18, 0.00605848399993647, 46
18, 0.020513505000053556, 54
18, 0.01566716499996801, 58
18, 0.006915143000014723, 54
18, 0.014401201000055153, 60
18, 0.0063542940000616, 46
18, 0.00605594299997847, 48
18, 0.005644994000022052, 42
18, 0.006364010999959646, 48
18, 0.005920128999946428, 46
18, 0.00924086800000623, 54
18, 0.007790902000010647, 54
18, 0.009250474000054965, 44
18, 0.00953292900010183, 52
18, 0.00991988400005539, 50
18, 0.010566390000008141, 54
18, 0.005086526000013691, 40
18, 0.006365892000076201, 38
18, 0.01666434300000219, 42
18, 0.017201215000000047, 54
18, 0.0074559619999945426, 38
18, 0.00869212999998581, 44
18, 0.006464809000021887, 50
18, 0.006400886000051287, 48
18, 0.008312281000030453, 54
18, 0.017925929000057295, 54
18, 0.004930218000026798, 34
18, 0.005478005999975721, 42
18, 0.004968517000065731, 38
18, 0.008578188999990743, 60
18, 0.00656663799998114, 48
18, 0.010882620000074894, 52
18, 0.01163456100005078, 56
18, 0.01893625500008511, 44
19, 0.013648763999981384, 54
19, 0.010655363999944711, 60
19, 0.017631235999942874, 58
19, 0.00848620600004324, 58
19, 0.008436843000026784, 62
19, 0.008895187000007354, 58
19, 0.007143038999970486, 48
19, 0.010948679999955857, 60
19, 0.008691310000017438, 48
19, 0.008942116999946847, 46
19, 0.006829012000025614, 50
19, 0.007042435000016667, 52
19, 0.005723012999965249, 44
19, 0.0093758399999615, 48
19, 0.014587799999958406, 62
19, 0.007521203000010246, 54
19, 0.007444878000001154, 56
19, 0.012325019000059001, 56
19, 0.013784644999986995, 48
19, 0.01375796199999968, 60
19, 0.014332209999906809, 44
19, 0.008748936000074536, 58
19, 0.00681223999993108, 48
19, 0.011097056000039629, 56
19, 0.014267267000036554, 56
19, 0.008390508000047703, 60
19, 0.009389854000005471, 54
19, 0.01646137800003089, 62
19, 0.00822504799998569, 50
19, 0.009749827000064215, 56
19, 0.00890171100002135, 52
19, 0.012044277999962105, 50
19, 0.005668575999948189, 38
19, 0.007465374000048541, 52
19, 0.011327242999982445, 54
19, 0.006503413000018554, 50
19, 0.006790603000013107, 52
19, 0.0072684960000515275, 50
19, 0.008139064000033613, 54
19, 0.011561046999986502, 52
19, 0.0083650150000949, 60
19, 0.006304618000058326, 50
19, 0.006742863999988913, 52
19, 0.01176169600000776, 62
19, 0.006829952999964917, 50
19, 0.00795864100007293, 48
19, 0.012509634000025471, 50
19, 0.0073029990001032274, 56
19, 0.007113098999980139, 54
19, 0.00603226500004439, 44
20, 0.007107320000045547, 54
20, 0.01081774800002222, 58
20, 0.007576751999977205, 54
20, 0.009206135999988874, 64
20, 0.008380478000049152, 58
20, 0.015486403999943832, 58
20, 0.005980986000054145, 44
20, 0.00729351500001485, 56
20, 0.006154564999974355, 48
20, 0.01671133899992583, 62
20, 0.006730779999998049, 44
20, 0.007750302000090414, 54
20, 0.022208438000006936, 60
20, 0.014667015999975774, 56
20, 0.015676749000022028, 60
20, 0.01278767299993433, 54
20, 0.016802218999941942, 50
20, 0.011389925000003132, 56
20, 0.011671111999930872, 54
20, 0.019149530000049708, 66
20, 0.01319638200004647, 50
20, 0.006377693999979783, 44
20, 0.007079892999968251, 52
20, 0.015905008000004273, 50
20, 0.008213448999981665, 56
20, 0.01061107999998967, 52
20, 0.019594608000033986, 50
20, 0.012980295999909686, 48
20, 0.011308734000067489, 64
20, 0.017741087999979754, 52
20, 0.009704705999979524, 58
20, 0.017585168999971756, 58
20, 0.007464266999932079, 56
20, 0.01705002500000319, 52
20, 0.012244186999964768, 50
20, 0.00887249899994913, 58
20, 0.007872590000033597, 40
20, 0.011566678999997748, 52
20, 0.01135221200001979, 56
20, 0.011493154000049799, 60
20, 0.015261417000033362, 56
20, 0.011112752000030923, 62
20, 0.008694633000004615, 46
20, 0.01299952299996221, 56
20, 0.01297592599996733, 48
20, 0.011190819999910673, 62
20, 0.011210273999950005, 44
20, 0.013518309999994926, 56
20, 0.006968952000079298, 52
20, 0.006614425999941886, 48
25, 0.017225702000018828, 72
25, 0.0206152989999282, 72
25, 0.01819589600006566, 64
25, 0.009661259000040445, 66
25, 0.016477057999964018, 72
25, 0.020745835999946394, 72
25, 0.013989949000006163, 64
25, 0.011457440999947721, 74
25, 0.018950715999949352, 78
25, 0.015345226000022194, 68
25, 0.01618564199998218, 62
25, 0.01578992100007781, 74
25, 0.02828584899998532, 76
25, 0.012786312999992333, 78
25, 0.01554200700002184, 62
25, 0.019781725000029837, 80
25, 0.020424517000037667, 62
25, 0.02070099900004152, 74
25, 0.017158337999944706, 64
25, 0.01904976200000874, 78
25, 0.019455503000017416, 76
25, 0.012495779999994738, 74
25, 0.011056753000048047, 74
25, 0.010563974999968195, 66
25, 0.014198903999954382, 70
25, 0.013980119000052582, 68
25, 0.013101071000050979, 60
25, 0.012652752999997574, 62
25, 0.009498764999989362, 64
25, 0.011975455999959195, 82
25, 0.016070912000031967, 72
25, 0.011643313999911697, 78
25, 0.013217490999977599, 76
25, 0.011076763000005485, 74
25, 0.01060555700007626, 66
25, 0.011132237000083478, 72
25, 0.01801637899995967, 80
25, 0.011277629000005618, 74
25, 0.009909765999964293, 64
25, 0.015242592000049626, 74
25, 0.012604338999949505, 72
25, 0.008570413000029475, 58
25, 0.014354028999946422, 64
25, 0.012599840999996559, 72
25, 0.008752920999995695, 62
25, 0.018509762000007868, 78
25, 0.008766379999997298, 62
25, 0.01042720600003122, 74
25, 0.015638318000014806, 56
25, 0.009221810999974878, 62
30, 0.010748164000006, 72
30, 0.018411185999980262, 94
30, 0.013489214000060201, 88
30, 0.01595282400000997, 96
30, 0.01664845699997386, 100
30, 0.013797777000036149, 84
30, 0.015394134999951348, 84
30, 0.012857872000040516, 86
30, 0.016395025999941026, 98
30, 0.012141722000023947, 78
30, 0.014435814999956165, 96
30, 0.019079898999962097, 88
30, 0.012396963000014694, 82
30, 0.015389393999953427, 88
30, 0.016695651999953043, 84
30, 0.015041800000062722, 94
30, 0.01847183999996105, 90
30, 0.013652878000016244, 90
30, 0.017406759999971655, 88
30, 0.013291000000094755, 88
30, 0.012609604999965995, 80
30, 0.020006695000006403, 76
30, 0.014600811000036629, 96
30, 0.017574413999909666, 90
30, 0.015643679000049815, 102
30, 0.0140297540000347, 92
30, 0.015364955000109148, 74
30, 0.013645161999988886, 90
30, 0.016632338000022173, 82
30, 0.012413328999969053, 82
30, 0.012605452000002515, 78
30, 0.018725430000017695, 88
30, 0.013260837999951036, 86
30, 0.015023348999989139, 84
30, 0.012440341000001354, 82
30, 0.012734183000020494, 84
30, 0.018583226000032482, 98
30, 0.015577445999952033, 76
30, 0.015716117000010854, 84
30, 0.014042094000046745, 92
30, 0.013277957000013885, 88
30, 0.017451607999987573, 98
30, 0.013911017000054926, 92
30, 0.013104174999966745, 86
30, 0.016877007999937632, 94
30, 0.011473550999994586, 68
30, 0.011791609999932007, 76
30, 0.01841251199994076, 92
30, 0.013926570999956311, 92
30, 0.020084158000031493, 104
35, 0.018601751000005606, 110
35, 0.022460496999997304, 94
35, 0.015871876000005614, 98
35, 0.022394706000000042, 106
35, 0.016581383000016103, 104
35, 0.020133000999976502, 106
35, 0.015545742000085738, 98
35, 0.020805855000048723, 106
35, 0.015398400999970363, 96
35, 0.016843054999981177, 104
35, 0.02270320599996012, 104
35, 0.01974657499999921, 110
