Number of Targets, Time, Plan Length, Num Satellites, Num Modes, Num Instruments, Num Observations
10, 0.017935748000127205, 13, 10, 5, 10, 2
10, 0.012711350000017774, 10, 10, 5, 10, 2
11, 0.014404786999875796, 14, 10, 5, 10, 2
11, 0.012895632999970985, 8, 10, 5, 10, 2
11, 0.01710497099998065, 15, 10, 5, 10, 2
11, 0.019865163999838842, 9, 10, 5, 10, 2
11, 0.03317265900000166, 14, 10, 5, 10, 2
11, 0.01561561000016809, 14, 10, 5, 10, 2
11, 0.015041482000015094, 13, 10, 5, 10, 2
11, 0.005206284999985655, 5, 10, 5, 10, 2
11, 0.013057014999958483, 11, 10, 5, 10, 2
11, 0.015834877000088454, 15, 10, 5, 10, 2
11, 0.016919911000059074, 13, 10, 5, 10, 2
11, 0.01928221899993332, 12, 10, 5, 10, 2
11, 0.013451457999963168, 13, 10, 5, 10, 2
11, 0.01613988199983396, 15, 10, 5, 10, 2
11, 0.027891147999980603, 15, 10, 5, 10, 2
11, 0.009181783000030919, 7, 10, 5, 10, 2
11, 0.01928136300011829, 14, 10, 5, 10, 2
11, 0.021166300000004412, 15, 10, 5, 10, 2
11, 0.014379858999973294, 13, 10, 5, 10, 2
11, 0.022724203000052512, 15, 10, 5, 10, 2
11, 0.022169855999891297, 15, 10, 5, 10, 2
11, 0.013577746000009938, 12, 10, 5, 10, 2
11, 0.012260523000122703, 8, 10, 5, 10, 2
11, 0.0240417410000191, 15, 10, 5, 10, 2
11, 0.014530555999954231, 13, 10, 5, 10, 2
11, 0.014229608000050575, 12, 10, 5, 10, 2
11, 0.019390804000067874, 11, 10, 5, 10, 2
11, 0.018062629000041852, 17, 10, 5, 10, 2
11, 0.026065030000154366, 15, 10, 5, 10, 2
11, 0.021122794000120848, 15, 10, 5, 10, 2
11, 0.015637044999948557, 14, 10, 5, 10, 2
11, 0.011202066999885574, 10, 10, 5, 10, 2
11, 0.010137001999964923, 9, 10, 5, 10, 2
11, 0.019845648999989862, 15, 10, 5, 10, 2
11, 0.01364009700000679, 11, 10, 5, 10, 2
11, 0.015258897999956389, 15, 10, 5, 10, 2
11, 0.01710972900013985, 11, 10, 5, 10, 2
11, 0.015867608999997174, 13, 10, 5, 10, 2
11, 0.013231120999989798, 12, 10, 5, 10, 2
11, 0.02443056099991736, 15, 10, 5, 10, 2
11, 0.022230440999919665, 15, 10, 5, 10, 2
11, 0.01242722799997864, 11, 10, 5, 10, 2
11, 0.01730574499993054, 11, 10, 5, 10, 2
11, 0.013253131000055873, 11, 10, 5, 10, 2
11, 0.017316829000037615, 15, 10, 5, 10, 2
11, 0.020393527000123868, 14, 10, 5, 10, 2
11, 0.014067545999978393, 13, 10, 5, 10, 2
11, 0.01674432100003287, 11, 10, 5, 10, 2
11, 0.010466452999935427, 9, 10, 5, 10, 2
11, 0.013122319000103744, 11, 10, 5, 10, 2
12, 0.018836168000007092, 12, 10, 5, 10, 2
12, 0.01688215199988008, 12, 10, 5, 10, 2
12, 0.016074257999889596, 13, 10, 5, 10, 2
12, 0.017761804999963715, 10, 10, 5, 10, 2
12, 0.010613135999847145, 8, 10, 5, 10, 2
12, 0.010411642999997639, 9, 10, 5, 10, 2
12, 0.021301135999920007, 12, 10, 5, 10, 2
12, 0.008562863999941328, 7, 10, 5, 10, 2
12, 0.01296040199986237, 7, 10, 5, 10, 2
12, 0.01683865700010756, 13, 10, 5, 10, 2
12, 0.016762389999939842, 13, 10, 5, 10, 2
12, 0.020029448000059347, 14, 10, 5, 10, 2
12, 0.01072422800007189, 8, 10, 5, 10, 2
12, 0.01582860299981803, 12, 10, 5, 10, 2
12, 0.02705577300002915, 16, 10, 5, 10, 2
12, 0.026568279999992228, 14, 10, 5, 10, 2
12, 0.012104335999993054, 8, 10, 5, 10, 2
12, 0.018692208999937066, 9, 10, 5, 10, 2
12, 0.021141911999848162, 10, 10, 5, 10, 2
12, 0.022904486000015822, 7, 10, 5, 10, 2
12, 0.03387152400000559, 14, 10, 5, 10, 2
12, 0.030386702999976478, 12, 10, 5, 10, 2
12, 0.018642538999984026, 13, 10, 5, 10, 2
12, 0.023439159999952608, 11, 10, 5, 10, 2
12, 0.023722759000065707, 12, 10, 5, 10, 2
12, 0.026746436999928846, 13, 10, 5, 10, 2
12, 0.02844094900001437, 13, 10, 5, 10, 2
12, 0.012294894999968164, 7, 10, 5, 10, 2
12, 0.017547242999853552, 7, 10, 5, 10, 2
12, 0.025925550000010844, 12, 10, 5, 10, 2
12, 0.017944175999900835, 12, 10, 5, 10, 2
12, 0.023658123000132036, 12, 10, 5, 10, 2
12, 0.02192422699999952, 11, 10, 5, 10, 2
12, 0.03352298599997994, 15, 10, 5, 10, 2
12, 0.022178416000087964, 15, 10, 5, 10, 2
12, 0.025587788999928307, 12, 10, 5, 10, 2
12, 0.019174648999978672, 11, 10, 5, 10, 2
12, 0.027984539000044606, 17, 10, 5, 10, 2
12, 0.015890278000142644, 12, 10, 5, 10, 2
12, 0.009921309999981531, 8, 10, 5, 10, 2
12, 0.020417191999968054, 13, 10, 5, 10, 2
12, 0.016979710999976305, 13, 10, 5, 10, 2
12, 0.013305201999855854, 11, 10, 5, 10, 2
12, 0.022197962000063853, 15, 10, 5, 10, 2
12, 0.015078297999934875, 12, 10, 5, 10, 2
12, 0.01590288500005954, 13, 10, 5, 10, 2
12, 0.02217706799979169, 14, 10, 5, 10, 2
12, 0.0083993289999853, 6, 10, 5, 10, 2
12, 0.021599819999892134, 17, 10, 5, 10, 2
12, 0.017724586999975145, 12, 10, 5, 10, 2
13, 0.01819292699997277, 10, 10, 5, 10, 2
13, 0.01719004500000665, 14, 10, 5, 10, 2
13, 0.02197010599979876, 13, 10, 5, 10, 2
13, 0.020355765999966025, 12, 10, 5, 10, 2
13, 0.01722225299999991, 14, 10, 5, 10, 2
13, 0.019558338000024378, 14, 10, 5, 10, 2
13, 0.020437188000187234, 13, 10, 5, 10, 2
13, 0.01884757799984982, 11, 10, 5, 10, 2
13, 0.01169548300003953, 8, 10, 5, 10, 2
13, 0.01877318199990441, 14, 10, 5, 10, 2
13, 0.02228250100006335, 13, 10, 5, 10, 2
13, 0.01166858500005219, 9, 10, 5, 10, 2
13, 0.01631667800006653, 12, 10, 5, 10, 2
13, 0.022759455999903366, 14, 10, 5, 10, 2
13, 0.025264228999958505, 16, 10, 5, 10, 2
13, 0.015421156000002156, 11, 10, 5, 10, 2
13, 0.019401938999862978, 15, 10, 5, 10, 2
13, 0.013353476000020237, 9, 10, 5, 10, 2
13, 0.021467553000093176, 13, 10, 5, 10, 2
13, 0.014741941000011138, 11, 10, 5, 10, 2
13, 0.01582034900002327, 11, 10, 5, 10, 2
13, 0.022451490999856105, 15, 10, 5, 10, 2
13, 0.011802410000200325, 9, 10, 5, 10, 2
13, 0.01688509299992802, 12, 10, 5, 10, 2
13, 0.023055003000081342, 12, 10, 5, 10, 2
13, 0.01623515899996164, 11, 10, 5, 10, 2
13, 0.015319762999979503, 13, 10, 5, 10, 2
13, 0.0162182120000125, 9, 10, 5, 10, 2
13, 0.013042431000030774, 9, 10, 5, 10, 2
13, 0.017387450000114768, 12, 10, 5, 10, 2
13, 0.013441327999998975, 9, 10, 5, 10, 2
13, 0.008768627000108609, 7, 10, 5, 10, 2
13, 0.008640956999897753, 6, 10, 5, 10, 2
13, 0.010202044999914506, 7, 10, 5, 10, 2
13, 0.014012277000119866, 10, 10, 5, 10, 2
13, 0.02417780800010405, 16, 10, 5, 10, 2
13, 0.011741200999949797, 9, 10, 5, 10, 2
13, 0.019545877000155087, 14, 10, 5, 10, 2
13, 0.027895497000145042, 14, 10, 5, 10, 2
13, 0.01942045199984932, 13, 10, 5, 10, 2
13, 0.023636801999828094, 13, 10, 5, 10, 2
13, 0.016648591999910423, 12, 10, 5, 10, 2
13, 0.018488807000039742, 13, 10, 5, 10, 2
13, 0.023269898000080502, 16, 10, 5, 10, 2
13, 0.02674957799990807, 14, 10, 5, 10, 2
13, 0.012806478999891624, 9, 10, 5, 10, 2
13, 0.016440843000054883, 10, 10, 5, 10, 2
13, 0.023634130999880654, 13, 10, 5, 10, 2
13, 0.027898691000018516, 13, 10, 5, 10, 2
13, 0.021028738999802954, 11, 10, 5, 10, 2
14, 0.01464948399984678, 11, 10, 5, 10, 2
14, 0.01924971300013567, 12, 10, 5, 10, 2
14, 0.025039267000011023, 14, 10, 5, 10, 2
14, 0.024464010999963648, 15, 10, 5, 10, 2
14, 0.025133183999969333, 12, 10, 5, 10, 2
14, 0.020965691999890623, 11, 10, 5, 10, 2
14, 0.007954136000080325, 6, 10, 5, 10, 2
14, 0.02332611200017709, 13, 10, 5, 10, 2
14, 0.027696653000020888, 15, 10, 5, 10, 2
14, 0.023550825000029363, 13, 10, 5, 10, 2
14, 0.026439582000193695, 14, 10, 5, 10, 2
14, 0.01934471799995663, 13, 10, 5, 10, 2
14, 0.016221510999912425, 13, 10, 5, 10, 2
14, 0.02904859399995985, 14, 10, 5, 10, 2
14, 0.022305335000055493, 13, 10, 5, 10, 2
14, 0.0230504479998217, 12, 10, 5, 10, 2
14, 0.02121291999992536, 13, 10, 5, 10, 2
14, 0.0218128629999228, 15, 10, 5, 10, 2
14, 0.024477910000086922, 14, 10, 5, 10, 2
14, 0.018435800000133895, 13, 10, 5, 10, 2
14, 0.0285526719999325, 14, 10, 5, 10, 2
14, 0.013115746000039508, 6, 10, 5, 10, 2
14, 0.0158348909999404, 12, 10, 5, 10, 2
14, 0.016342592999990302, 11, 10, 5, 10, 2
14, 0.02461276300005011, 12, 10, 5, 10, 2
14, 0.028116885000144975, 15, 10, 5, 10, 2
14, 0.021594424999875628, 13, 10, 5, 10, 2
14, 0.022640205000016067, 9, 10, 5, 10, 2
14, 0.014004214000124193, 7, 10, 5, 10, 2
14, 0.026215237000087654, 14, 10, 5, 10, 2
14, 0.009424602000080995, 7, 10, 5, 10, 2
14, 0.016203184999994846, 10, 10, 5, 10, 2
14, 0.025261946000000535, 15, 10, 5, 10, 2
14, 0.028325239999958285, 15, 10, 5, 10, 2
14, 0.01765917700004138, 14, 10, 5, 10, 2
14, 0.01272593799990318, 9, 10, 5, 10, 2
14, 0.013451125000074171, 11, 10, 5, 10, 2
14, 0.010501414999907865, 8, 10, 5, 10, 2
14, 0.03181077900012497, 14, 10, 5, 10, 2
14, 0.034833337000009124, 14, 10, 5, 10, 2
14, 0.0207895969999754, 11, 10, 5, 10, 2
14, 0.03621324999994613, 14, 10, 5, 10, 2
14, 0.024304603000018687, 9, 10, 5, 10, 2
14, 0.029949680999834527, 15, 10, 5, 10, 2
14, 0.029849045999981172, 15, 10, 5, 10, 2
14, 0.027969436999910613, 15, 10, 5, 10, 2
14, 0.0288905130000785, 19, 10, 5, 10, 2
14, 0.018795177000129115, 8, 10, 5, 10, 2
14, 0.011194687999932285, 8, 10, 5, 10, 2
14, 0.01836079300005622, 12, 10, 5, 10, 2
15, 0.01595408900016082, 11, 10, 5, 10, 2
15, 0.025156987999935154, 11, 10, 5, 10, 2
15, 0.02413581099995099, 14, 10, 5, 10, 2
15, 0.025877506000142603, 12, 10, 5, 10, 2
15, 0.022977325000056226, 13, 10, 5, 10, 2
15, 0.021087998999973934, 14, 10, 5, 10, 2
15, 0.016204500000185362, 10, 10, 5, 10, 2
15, 0.013549531999842657, 8, 10, 5, 10, 2
15, 0.03175410699986969, 13, 10, 5, 10, 2
15, 0.024955926000075124, 12, 10, 5, 10, 2
15, 0.019394118999798593, 10, 10, 5, 10, 2
15, 0.010636073000114266, 7, 10, 5, 10, 2
15, 0.02635407299999315, 16, 10, 5, 10, 2
15, 0.014061853999919549, 9, 10, 5, 10, 2
15, 0.023730720000003203, 12, 10, 5, 10, 2
15, 0.025446851999959108, 13, 10, 5, 10, 2
15, 0.03107911899996907, 15, 10, 5, 10, 2
15, 0.029342617999873255, 18, 10, 5, 10, 2
15, 0.01875020600004973, 14, 10, 5, 10, 2
15, 0.014834942999868872, 11, 10, 5, 10, 2
15, 0.025072078999983205, 14, 10, 5, 10, 2
15, 0.022700851000081457, 14, 10, 5, 10, 2
15, 0.011995737000006557, 8, 10, 5, 10, 2
15, 0.017436503999988417, 12, 10, 5, 10, 2
15, 0.023880084999973406, 12, 10, 5, 10, 2
15, 0.022593274999962887, 13, 10, 5, 10, 2
15, 0.01126066400001946, 8, 10, 5, 10, 2
15, 0.019114292999802274, 12, 10, 5, 10, 2
15, 0.02559040100004495, 14, 10, 5, 10, 2
15, 0.022477635000086593, 12, 10, 5, 10, 2
15, 0.02294360699988829, 11, 10, 5, 10, 2
15, 0.02835929100001522, 14, 10, 5, 10, 2
15, 0.006890548999990642, 5, 10, 5, 10, 2
15, 0.027985002999912467, 15, 10, 5, 10, 2
15, 0.018043085000044812, 14, 10, 5, 10, 2
15, 0.02663193000012143, 14, 10, 5, 10, 2
15, 0.021902046999912272, 13, 10, 5, 10, 2
15, 0.023490944999821295, 13, 10, 5, 10, 2
15, 0.011945792000005895, 8, 10, 5, 10, 2
15, 0.025767216000076587, 18, 10, 5, 10, 2
15, 0.026420132000112062, 15, 10, 5, 10, 2
15, 0.023350228000026618, 13, 10, 5, 10, 2
15, 0.024432386999933442, 13, 10, 5, 10, 2
15, 0.02404678400012017, 12, 10, 5, 10, 2
15, 0.018952474000116126, 13, 10, 5, 10, 2
15, 0.022274259999903734, 10, 10, 5, 10, 2
15, 0.008797954000101527, 6, 10, 5, 10, 2
15, 0.026535482000099364, 13, 10, 5, 10, 2
15, 0.0226700929999879, 10, 10, 5, 10, 2
15, 0.018228958999998213, 13, 10, 5, 10, 2
16, 0.022109969999974055, 14, 10, 5, 10, 2
16, 0.023751084000195988, 15, 10, 5, 10, 2
16, 0.03469846400003007, 14, 10, 5, 10, 2
16, 0.020530256000029112, 9, 10, 5, 10, 2
16, 0.023036541999999827, 12, 10, 5, 10, 2
16, 0.027335820999951466, 13, 10, 5, 10, 2
16, 0.022283144999846627, 12, 10, 5, 10, 2
16, 0.020366299999977855, 13, 10, 5, 10, 2
16, 0.020095655999966766, 14, 10, 5, 10, 2
16, 0.019857954999906724, 12, 10, 5, 10, 2
16, 0.026283530999990035, 14, 10, 5, 10, 2
16, 0.019852958999990733, 10, 10, 5, 10, 2
16, 0.029896310000140147, 16, 10, 5, 10, 2
16, 0.026757138999983, 13, 10, 5, 10, 2
16, 0.0163822380000056, 8, 10, 5, 10, 2
16, 0.026216960000056133, 13, 10, 5, 10, 2
16, 0.02784058800011735, 15, 10, 5, 10, 2
16, 0.019768731999874944, 12, 10, 5, 10, 2
16, 0.018578852000018742, 12, 10, 5, 10, 2
16, 0.022403191999956107, 12, 10, 5, 10, 2
16, 0.027858124999966094, 13, 10, 5, 10, 2
16, 0.01854468800001996, 9, 10, 5, 10, 2
16, 0.026963237000018125, 13, 10, 5, 10, 2
16, 0.031582620999870414, 15, 10, 5, 10, 2
16, 0.02581231299996034, 13, 10, 5, 10, 2
16, 0.02541569699997126, 13, 10, 5, 10, 2
16, 0.010137367999959679, 6, 10, 5, 10, 2
16, 0.022837729999992007, 15, 10, 5, 10, 2
16, 0.010904342000003453, 7, 10, 5, 10, 2
16, 0.02324496000005638, 13, 10, 5, 10, 2
16, 0.019965774999946007, 13, 10, 5, 10, 2
16, 0.025641962999998213, 13, 10, 5, 10, 2
16, 0.028823116000012305, 13, 10, 5, 10, 2
16, 0.023361793000049147, 12, 10, 5, 10, 2
16, 0.02557539999997971, 11, 10, 5, 10, 2
16, 0.025106622000066636, 13, 10, 5, 10, 2
16, 0.026757431000078213, 14, 10, 5, 10, 2
16, 0.025976482000032775, 15, 10, 5, 10, 2
16, 0.01676079200001368, 11, 10, 5, 10, 2
16, 0.02529302700008884, 14, 10, 5, 10, 2
16, 0.020379956999931892, 12, 10, 5, 10, 2
16, 0.02426846900016244, 13, 10, 5, 10, 2
16, 0.017879202000131045, 11, 10, 5, 10, 2
16, 0.025747812999952657, 12, 10, 5, 10, 2
16, 0.026859968000053414, 14, 10, 5, 10, 2
16, 0.02687982399993416, 13, 10, 5, 10, 2
16, 0.024820251999926768, 13, 10, 5, 10, 2
16, 0.024775987000111854, 13, 10, 5, 10, 2
16, 0.010580782999795701, 7, 10, 5, 10, 2
16, 0.02268636200005858, 13, 10, 5, 10, 2
17, 0.025819453000167414, 14, 10, 5, 10, 2
17, 0.02357439100001102, 11, 10, 5, 10, 2
17, 0.021366707999959544, 10, 10, 5, 10, 2
17, 0.022518342000012126, 11, 10, 5, 10, 2
17, 0.021299925999983316, 11, 10, 5, 10, 2
17, 0.021587430999943535, 13, 10, 5, 10, 2
17, 0.025247067999998762, 14, 10, 5, 10, 2
17, 0.016248234999920896, 9, 10, 5, 10, 2
17, 0.019215720999909536, 9, 10, 5, 10, 2
17, 0.029663724000101865, 16, 10, 5, 10, 2
17, 0.01779379799995695, 9, 10, 5, 10, 2
17, 0.021469940999850223, 12, 10, 5, 10, 2
17, 0.018917008000016722, 10, 10, 5, 10, 2
17, 0.026719521000131863, 14, 10, 5, 10, 2
17, 0.028043962999845462, 14, 10, 5, 10, 2
17, 0.027040037000006123, 13, 10, 5, 10, 2
17, 0.013499224000042886, 7, 10, 5, 10, 2
17, 0.022644919999947888, 11, 10, 5, 10, 2
17, 0.02470165700015059, 11, 10, 5, 10, 2
17, 0.020182627999929537, 11, 10, 5, 10, 2
17, 0.02364252100005615, 13, 10, 5, 10, 2
17, 0.02652766200003498, 12, 10, 5, 10, 2
17, 0.02688473500006694, 13, 10, 5, 10, 2
17, 0.03075549899995167, 16, 10, 5, 10, 2
17, 0.020440754999981436, 9, 10, 5, 10, 2
17, 0.03275449800003116, 15, 10, 5, 10, 2
17, 0.014842303000023094, 7, 10, 5, 10, 2
17, 0.02618467899992538, 14, 10, 5, 10, 2
17, 0.035515366000026916, 16, 10, 5, 10, 2
17, 0.022033917000044312, 10, 10, 5, 10, 2
17, 0.026952750999953423, 15, 10, 5, 10, 2
17, 0.018978603000050498, 11, 10, 5, 10, 2
17, 0.014995417999898564, 8, 10, 5, 10, 2
17, 0.018328747999930783, 10, 10, 5, 10, 2
17, 0.029177358000197273, 15, 10, 5, 10, 2
17, 0.029959369000152947, 15, 10, 5, 10, 2
17, 0.023436805000073946, 11, 10, 5, 10, 2
17, 0.02674874799981808, 12, 10, 5, 10, 2
17, 0.01743551300000945, 11, 10, 5, 10, 2
17, 0.023344153999914852, 13, 10, 5, 10, 2
17, 0.023571956999830945, 12, 10, 5, 10, 2
17, 0.01627136000001883, 7, 10, 5, 10, 2
17, 0.02606576900006985, 14, 10, 5, 10, 2
17, 0.02718503200003397, 11, 10, 5, 10, 2
17, 0.027590568000050553, 14, 10, 5, 10, 2
17, 0.03103711700009626, 16, 10, 5, 10, 2
17, 0.025204656000141767, 14, 10, 5, 10, 2
17, 0.027069565999909173, 12, 10, 5, 10, 2
17, 0.03376360300012493, 16, 10, 5, 10, 2
17, 0.030214813999918988, 16, 10, 5, 10, 2
18, 0.021396887000037168, 11, 10, 5, 10, 2
18, 0.025009462000070926, 12, 10, 5, 10, 2
18, 0.03264877699984936, 17, 10, 5, 10, 2
18, 0.03231341299988344, 15, 10, 5, 10, 2
18, 0.02068748500005313, 11, 10, 5, 10, 2
18, 0.02980703799994444, 14, 10, 5, 10, 2
18, 0.021225923999963925, 13, 10, 5, 10, 2
18, 0.026602046000107293, 15, 10, 5, 10, 2
18, 0.02492214799985959, 13, 10, 5, 10, 2
18, 0.024721188000057737, 12, 10, 5, 10, 2
18, 0.031028846000026533, 16, 10, 5, 10, 2
18, 0.013747426000009, 6, 10, 5, 10, 2
18, 0.027833981999947355, 14, 10, 5, 10, 2
18, 0.025449177999917083, 13, 10, 5, 10, 2
18, 0.03244908800002122, 15, 10, 5, 10, 2
18, 0.008141883999996935, 5, 10, 5, 10, 2
18, 0.02900578100002349, 12, 10, 5, 10, 2
18, 0.027302534000000378, 12, 10, 5, 10, 2
18, 0.027219787000149154, 14, 10, 5, 10, 2
18, 0.025288074000172855, 13, 10, 5, 10, 2
18, 0.026480029000140348, 13, 10, 5, 10, 2
18, 0.031089637999912156, 16, 10, 5, 10, 2
18, 0.02762153000003309, 16, 10, 5, 10, 2
18, 0.02127149900002223, 11, 10, 5, 10, 2
18, 0.018221731000039654, 7, 10, 5, 10, 2
18, 0.02560821199995189, 13, 10, 5, 10, 2
18, 0.02771472599988556, 13, 10, 5, 10, 2
18, 0.025241976999950566, 11, 10, 5, 10, 2
18, 0.012501423000003342, 7, 10, 5, 10, 2
18, 0.020912353000085204, 10, 10, 5, 10, 2
18, 0.024388584999996965, 15, 10, 5, 10, 2
18, 0.024353157999939867, 12, 10, 5, 10, 2
18, 0.02206327399994734, 8, 10, 5, 10, 2
18, 0.023513480000019626, 11, 10, 5, 10, 2
18, 0.021087166999905094, 9, 10, 5, 10, 2
18, 0.02736118699999679, 15, 10, 5, 10, 2
18, 0.02946203700003025, 15, 10, 5, 10, 2
18, 0.02863028599995232, 13, 10, 5, 10, 2
18, 0.031019514000035997, 14, 10, 5, 10, 2
18, 0.02709804900018753, 12, 10, 5, 10, 2
18, 0.02422958500005734, 10, 10, 5, 10, 2
18, 0.032814889999826846, 13, 10, 5, 10, 2
18, 0.03361290300017572, 16, 10, 5, 10, 2
18, 0.025005674000112776, 14, 10, 5, 10, 2
18, 0.02136911799993868, 11, 10, 5, 10, 2
18, 0.029025285999978223, 12, 10, 5, 10, 2
18, 0.022898245000078532, 12, 10, 5, 10, 2
18, 0.025040966999995362, 11, 10, 5, 10, 2
18, 0.030906222999874444, 15, 10, 5, 10, 2
18, 0.01586639699985426, 6, 10, 5, 10, 2
19, 0.02313757899992197, 10, 10, 5, 10, 2
19, 0.02974798600007489, 14, 10, 5, 10, 2
19, 0.02828941699999632, 11, 10, 5, 10, 2
19, 0.022128467000129604, 10, 10, 5, 10, 2
19, 0.021157419000019217, 9, 10, 5, 10, 2
19, 0.026895094999872526, 12, 10, 5, 10, 2
19, 0.030047405999994226, 15, 10, 5, 10, 2
19, 0.031055811999976868, 14, 10, 5, 10, 2
19, 0.0313624840000557, 16, 10, 5, 10, 2
19, 0.02924882999991496, 13, 10, 5, 10, 2
19, 0.021445952000021862, 11, 10, 5, 10, 2
19, 0.020583177000162323, 9, 10, 5, 10, 2
19, 0.027193128000135403, 12, 10, 5, 10, 2
19, 0.024975753000035184, 12, 10, 5, 10, 2
19, 0.027664664999974775, 13, 10, 5, 10, 2
19, 0.03729664800016508, 16, 10, 5, 10, 2
19, 0.016040537999970184, 8, 10, 5, 10, 2
19, 0.03445178400011173, 16, 10, 5, 10, 2
19, 0.022111155999937182, 11, 10, 5, 10, 2
19, 0.018985016999977233, 9, 10, 5, 10, 2
19, 0.04128828599982626, 17, 10, 5, 10, 2
19, 0.021297106999782045, 10, 10, 5, 10, 2
19, 0.02506366199986587, 12, 10, 5, 10, 2
19, 0.030950255000107063, 16, 10, 5, 10, 2
19, 0.017700515999877098, 9, 10, 5, 10, 2
19, 0.03473255199992309, 12, 10, 5, 10, 2
19, 0.02469371699999101, 12, 10, 5, 10, 2
19, 0.014394805999927485, 7, 10, 5, 10, 2
19, 0.029793611000059173, 12, 10, 5, 10, 2
19, 0.034607902999823636, 17, 10, 5, 10, 2
19, 0.03887244699990333, 18, 10, 5, 10, 2
19, 0.030223397999861845, 12, 10, 5, 10, 2
19, 0.028896711000015785, 12, 10, 5, 10, 2
19, 0.026298365000002377, 13, 10, 5, 10, 2
19, 0.030803752000110762, 14, 10, 5, 10, 2
19, 0.012786851000100796, 7, 10, 5, 10, 2
19, 0.038358922000043094, 16, 10, 5, 10, 2
19, 0.03010186300002715, 15, 10, 5, 10, 2
19, 0.0459145869999702, 16, 10, 5, 10, 2
19, 0.027588357000013275, 13, 10, 5, 10, 2
19, 0.022074739000117916, 9, 10, 5, 10, 2
19, 0.03020083599994905, 13, 10, 5, 10, 2
19, 0.03342574699991019, 16, 10, 5, 10, 2
19, 0.026731100000006336, 13, 10, 5, 10, 2
19, 0.030725675999974555, 15, 10, 5, 10, 2
19, 0.011943114999894533, 6, 10, 5, 10, 2
19, 0.03314269900010913, 15, 10, 5, 10, 2
19, 0.011251076999997167, 4, 10, 5, 10, 2
19, 0.018836005999901317, 9, 10, 5, 10, 2
19, 0.04436218099999678, 15, 10, 5, 10, 2
20, 0.03138755400004811, 14, 10, 5, 10, 2
20, 0.020843190000050527, 10, 10, 5, 10, 2
20, 0.025338438000062524, 10, 10, 5, 10, 2
20, 0.029960379000158355, 11, 10, 5, 10, 2
20, 0.024677863000079014, 11, 10, 5, 10, 2
20, 0.03778332199999568, 15, 10, 5, 10, 2
20, 0.02658544099995197, 12, 10, 5, 10, 2
20, 0.01307318700014548, 6, 10, 5, 10, 2
20, 0.03610911599980682, 16, 10, 5, 10, 2
20, 0.024011561999941478, 12, 10, 5, 10, 2
20, 0.02928712799985078, 14, 10, 5, 10, 2
20, 0.026329242999963753, 12, 10, 5, 10, 2
20, 0.015202180999949633, 7, 10, 5, 10, 2
20, 0.01998482299995885, 8, 10, 5, 10, 2
20, 0.0381131120000191, 16, 10, 5, 10, 2
20, 0.020374418000074, 9, 10, 5, 10, 2
20, 0.01799220299994886, 8, 10, 5, 10, 2
20, 0.030420200999969893, 12, 10, 5, 10, 2
20, 0.02378240600000936, 11, 10, 5, 10, 2
20, 0.029551944000104413, 13, 10, 5, 10, 2
20, 0.028076139000177136, 12, 10, 5, 10, 2
20, 0.022715308999977424, 11, 10, 5, 10, 2
20, 0.02289772700009962, 10, 10, 5, 10, 2
20, 0.026956333000043742, 11, 10, 5, 10, 2
20, 0.019107998999970732, 9, 10, 5, 10, 2
20, 0.025503529999923558, 11, 10, 5, 10, 2
20, 0.03361785300012343, 15, 10, 5, 10, 2
20, 0.0357986169999549, 16, 10, 5, 10, 2
20, 0.03509463099999266, 14, 10, 5, 10, 2
20, 0.03333588299983603, 14, 10, 5, 10, 2
20, 0.03612787599990952, 15, 10, 5, 10, 2
20, 0.02943320400004268, 13, 10, 5, 10, 2
20, 0.020049814000003607, 10, 10, 5, 10, 2
20, 0.005353499999955602, 3, 10, 5, 10, 2
20, 0.03663940899991758, 16, 10, 5, 10, 2
20, 0.03331213599994953, 15, 10, 5, 10, 2
20, 0.022923613000102705, 12, 10, 5, 10, 2
20, 0.037156390000063766, 15, 10, 5, 10, 2
20, 0.024660507000135112, 11, 10, 5, 10, 2
20, 0.029226186000187226, 13, 10, 5, 10, 2
20, 0.034540899999910835, 11, 10, 5, 10, 2
20, 0.02335052800003723, 11, 10, 5, 10, 2
20, 0.024251324000033492, 10, 10, 5, 10, 2
20, 0.026816435000000638, 12, 10, 5, 10, 2
20, 0.024123800999859668, 11, 10, 5, 10, 2
20, 0.02322048399992127, 9, 10, 5, 10, 2
20, 0.031394544000022506, 12, 10, 5, 10, 2
20, 0.036101691999874674, 17, 10, 5, 10, 2
20, 0.028257889000087744, 12, 10, 5, 10, 2
20, 0.030685738000101992, 12, 10, 5, 10, 2
25, 0.04793831200004206, 14, 10, 5, 10, 2
25, 0.03922804199987695, 13, 10, 5, 10, 2
25, 0.04552148499988107, 14, 10, 5, 10, 2
25, 0.03029393999986496, 10, 10, 5, 10, 2
25, 0.05443259699995906, 16, 10, 5, 10, 2
25, 0.038791207000031136, 13, 10, 5, 10, 2
25, 0.0372027700000217, 12, 10, 5, 10, 2
25, 0.015539366999973936, 5, 10, 5, 10, 2
25, 0.04011122300016723, 13, 10, 5, 10, 2
25, 0.03298893800001679, 11, 10, 5, 10, 2
25, 0.054240674000084255, 17, 10, 5, 10, 2
25, 0.037622395999960645, 12, 10, 5, 10, 2
25, 0.04590672299991638, 13, 10, 5, 10, 2
25, 0.011586515000090003, 3, 10, 5, 10, 2
25, 0.03530284799990113, 10, 10, 5, 10, 2
